timestamp,bus,can_id,payload
1780709692.132107,vcan0,602,00000000
1780709692.147780,vcan0,600,00000000
1780709692.147895,vcan0,601,7F000000
1780709692.147974,vcan0,602,00000000
1780709692.258966,vcan0,600,00000000
1780709692.259151,vcan0,601,7F000000
1780709692.259239,vcan0,602,00000000
1780709692.259360,vcan0,603,00000000
1780709692.259476,vcan0,604,00
1780709692.259562,vcan0,605,00
1780709692.259677,vcan0,607,00
1780709692.273698,vcan0,600,00000000
1780709692.273809,vcan0,601,7F000000
1780709692.273879,vcan0,602,00000000
1780709692.289764,vcan0,600,00000000
1780709692.289887,vcan0,601,7F000000
1780709692.289958,vcan0,602,00000000
1780709692.305691,vcan0,600,00000000
1780709692.305816,vcan0,601,7F000000
1780709692.305898,vcan0,602,00000000
1780709692.405307,vcan0,600,00000000
1780709692.405565,vcan0,601,7F000000
1780709692.405690,vcan0,602,00000000
1780709692.405774,vcan0,603,00000000
1780709692.405847,vcan0,604,00
1780709692.405936,vcan0,605,00
1780709692.406032,vcan0,607,00
1780709692.420770,vcan0,600,00000000
1780709692.420906,vcan0,601,7F000000
1780709692.420976,vcan0,602,00000000
1780709692.436764,vcan0,600,00000000
1780709692.436881,vcan0,601,7F000000
1780709692.436954,vcan0,602,00000000
1780709692.452776,vcan0,600,00000000
1780709692.452892,vcan0,601,7F000000
1780709692.452969,vcan0,602,00000000
1780709692.551975,vcan0,600,00000000
1780709692.552160,vcan0,601,7F000000
1780709692.552284,vcan0,602,00000000
1780709692.552386,vcan0,603,00000000
1780709692.552532,vcan0,604,00
1780709692.552628,vcan0,605,00
1780709692.552725,vcan0,607,00
1780709692.567709,vcan0,600,00000000
1780709692.567835,vcan0,601,7F000000
1780709692.567928,vcan0,602,00000000
1780709692.583914,vcan0,600,00000000
1780709692.584259,vcan0,601,7F000000
1780709692.584360,vcan0,602,00000000
1780709692.599798,vcan0,600,00000000
1780709692.599926,vcan0,601,7F000000
1780709692.600011,vcan0,602,00000000
1780709692.698773,vcan0,600,00000000
1780709692.698954,vcan0,601,7F000000
1780709692.699060,vcan0,602,00000000
1780709692.699183,vcan0,603,00000000
1780709692.699290,vcan0,604,00
1780709692.699435,vcan0,605,00
1780709692.699565,vcan0,607,00
1780709692.713633,vcan0,600,00000000
1780709692.713738,vcan0,601,7F000000
1780709692.713807,vcan0,602,00000000
1780709692.729765,vcan0,600,00000000
1780709692.729888,vcan0,601,7F000000
1780709692.729965,vcan0,602,00000000
1780709692.745788,vcan0,600,00000000
1780709692.745903,vcan0,601,7F000000
1780709692.745979,vcan0,602,00000000
1780709692.844720,vcan0,600,00000000
1780709692.844909,vcan0,601,7F000000
1780709692.845029,vcan0,602,00000000
1780709692.845108,vcan0,603,00000000
1780709692.845180,vcan0,604,00
1780709692.845264,vcan0,605,00
1780709692.845361,vcan0,607,00
1780709692.859789,vcan0,600,00000000
1780709692.859902,vcan0,601,7F000000
1780709692.859977,vcan0,602,00000000
1780709692.875820,vcan0,600,00000000
1780709692.875939,vcan0,601,7F000000
1780709692.876016,vcan0,602,00000000
1780709692.891782,vcan0,600,00000000
1780709692.891902,vcan0,601,7F000000
1780709692.891977,vcan0,602,00000000
1780709692.990903,vcan0,600,00000000
1780709692.991034,vcan0,601,7F000000
1780709692.991140,vcan0,602,00000000
1780709692.991217,vcan0,603,00000000
1780709692.991290,vcan0,604,00
1780709692.991377,vcan0,605,00
1780709692.991501,vcan0,607,00
1780709693.005847,vcan0,600,00000000
1780709693.005993,vcan0,601,7F000000
1780709693.006110,vcan0,602,00000000
1780709693.021742,vcan0,600,00000000
1780709693.021862,vcan0,601,7F000000
1780709693.021946,vcan0,602,00000000
1780709693.037751,vcan0,600,00000000
1780709693.037880,vcan0,601,7F000000
1780709693.037964,vcan0,602,00000000
1780709693.136959,vcan0,600,00000000
1780709693.137135,vcan0,601,7F000000
1780709693.137255,vcan0,602,00000000
1780709693.137356,vcan0,603,00000000
1780709693.137490,vcan0,604,00
1780709693.137589,vcan0,605,00
1780709693.137698,vcan0,607,00
1780709693.151812,vcan0,600,00000000
1780709693.152051,vcan0,601,7F000000
1780709693.152169,vcan0,602,00000000
1780709693.167938,vcan0,600,00000000
1780709693.168078,vcan0,601,7F000000
1780709693.168170,vcan0,602,00000000
1780709693.183771,vcan0,600,00000000
1780709693.184011,vcan0,601,7F000000
1780709693.184185,vcan0,602,00000000
1780709693.290894,vcan0,600,00000000
1780709693.291144,vcan0,601,7F000000
1780709693.291247,vcan0,602,00000000
1780709693.291349,vcan0,603,00000000
1780709693.291495,vcan0,604,00
1780709693.291607,vcan0,605,00
1780709693.291718,vcan0,607,00
1780709693.305705,vcan0,600,00000000
1780709693.305844,vcan0,601,7F000000
1780709693.305934,vcan0,602,00000000
1780709693.321712,vcan0,600,00000000
1780709693.321818,vcan0,601,7F000000
1780709693.321896,vcan0,602,00000000
1780709693.337760,vcan0,600,00000000
1780709693.337880,vcan0,601,7F000000
1780709693.337955,vcan0,602,00000000
1780709693.436326,vcan0,600,00000000
1780709693.436540,vcan0,601,7F000000
1780709693.436645,vcan0,602,00000000
1780709693.436767,vcan0,603,00000000
1780709693.436866,vcan0,604,00
1780709693.436938,vcan0,605,00
1780709693.437011,vcan0,607,00
1780709693.451769,vcan0,600,00000000
1780709693.451894,vcan0,601,7F000000
1780709693.451971,vcan0,602,00000000
1780709693.467902,vcan0,600,00000000
1780709693.468043,vcan0,601,7F000000
1780709693.468120,vcan0,602,00000000
1780709693.483776,vcan0,600,00000000
1780709693.483905,vcan0,601,7F000000
1780709693.483999,vcan0,602,00000000
1780709693.581209,vcan0,600,00000000
1780709693.581365,vcan0,601,7F000000
1780709693.581507,vcan0,602,00000000
1780709693.581616,vcan0,603,00000000
1780709693.581730,vcan0,604,00
1780709693.581829,vcan0,605,00
1780709693.581946,vcan0,607,00
1780709693.596780,vcan0,600,00000000
1780709693.596908,vcan0,601,7F000000
1780709693.596998,vcan0,602,00000000
1780709693.612742,vcan0,600,00000000
1780709693.612877,vcan0,601,7F000000
1780709693.612969,vcan0,602,00000000
1780709693.628753,vcan0,600,00000000
1780709693.628892,vcan0,601,7F000000
1780709693.628984,vcan0,602,00000000
1780709693.724948,vcan0,600,00000000
1780709693.725098,vcan0,601,7F000000
1780709693.725192,vcan0,602,00000000
1780709693.725277,vcan0,603,00000000
1780709693.725363,vcan0,604,00
1780709693.725478,vcan0,605,00
1780709693.725571,vcan0,607,00
1780709693.740601,vcan0,600,00000000
1780709693.740724,vcan0,601,7F000000
1780709693.740802,vcan0,602,00000000
1780709693.756805,vcan0,600,00000000
1780709693.756930,vcan0,601,7F000000
1780709693.757006,vcan0,602,00000000
1780709693.772836,vcan0,600,00000000
1780709693.772957,vcan0,601,7F000000
1780709693.773036,vcan0,602,00000000
1780709693.873963,vcan0,600,00000000
1780709693.874141,vcan0,601,7F000000
1780709693.874223,vcan0,602,00000000
1780709693.874312,vcan0,603,00000000
1780709693.874438,vcan0,604,00
1780709693.874561,vcan0,605,00
1780709693.874711,vcan0,607,00
1780709693.888820,vcan0,600,00000000
1780709693.888930,vcan0,601,7F000000
1780709693.889005,vcan0,602,00000000
1780709693.904751,vcan0,600,00000000
1780709693.904878,vcan0,601,7F000000
1780709693.904965,vcan0,602,00000000
1780709693.920607,vcan0,600,00000000
1780709693.920721,vcan0,601,7F000000
1780709693.920807,vcan0,602,00000000
1780709694.028869,vcan0,600,00000000
1780709694.029121,vcan0,601,7F000000
1780709694.029320,vcan0,602,00000000
1780709694.029559,vcan0,603,00000000
1780709694.029695,vcan0,604,00
1780709694.029845,vcan0,605,00
1780709694.029957,vcan0,607,00
1780709694.043713,vcan0,600,00000000
1780709694.043819,vcan0,601,7F000000
1780709694.043898,vcan0,602,00000000
1780709694.059832,vcan0,600,00000000
1780709694.059938,vcan0,601,7F000000
1780709694.060013,vcan0,602,00000000
1780709694.075859,vcan0,600,00000000
1780709694.075970,vcan0,601,7F000000
1780709694.076045,vcan0,602,00000000
1780709694.177378,vcan0,600,00000000
1780709694.177572,vcan0,601,7F000000
1780709694.177686,vcan0,602,00000000
