timestamp,bus,can_id,payload
1780710333.112367,vcan0,603,00000000
1780710333.112491,vcan0,604,00
1780710333.112588,vcan0,605,00
1780710333.127048,vcan0,600,00000000
1780710333.127195,vcan0,601,7F000000
1780710333.127267,vcan0,602,00000000
1780710333.143027,vcan0,600,00000000
1780710333.143146,vcan0,601,7F000000
1780710333.143218,vcan0,602,00000000
1780710333.143294,vcan0,607,00
1780710333.158964,vcan0,600,00000000
1780710333.159081,vcan0,601,7F000000
1780710333.159154,vcan0,602,00000000
1780710333.185350,vcan0,600,00000000
1780710333.185559,vcan0,601,7F000000
1780710333.185660,vcan0,602,00000000
1780710333.185760,vcan0,603,00000000
1780710333.185855,vcan0,604,00
1780710333.185953,vcan0,605,00
1780710333.201187,vcan0,600,00000000
1780710333.201354,vcan0,601,7F000000
1780710333.201486,vcan0,602,00000000
1780710333.217097,vcan0,600,00000000
1780710333.217217,vcan0,601,7F000000
1780710333.217291,vcan0,602,00000000
1780710333.233116,vcan0,600,00000000
1780710333.233246,vcan0,601,7F000000
1780710333.233316,vcan0,602,00000000
1780710333.262820,vcan0,600,00000000
1780710333.262988,vcan0,601,7F000000
1780710333.263086,vcan0,602,00000000
1780710333.263176,vcan0,603,00000000
1780710333.263261,vcan0,604,00
1780710333.263352,vcan0,605,00
1780710333.263489,vcan0,607,00
1780710333.278112,vcan0,600,00000000
1780710333.278257,vcan0,601,7F000000
1780710333.278327,vcan0,602,00000000
1780710333.294208,vcan0,600,00000000
1780710333.294355,vcan0,601,7F000000
1780710333.294474,vcan0,602,00000000
1780710333.310154,vcan0,600,00000000
1780710333.310329,vcan0,601,7F000000
1780710333.310437,vcan0,602,00000000
1780710333.341636,vcan0,600,00000000
1780710333.341834,vcan0,601,7F000000
1780710333.341934,vcan0,602,00000000
1780710333.342037,vcan0,603,00000000
1780710333.342132,vcan0,604,00
1780710333.342226,vcan0,605,00
1780710333.357147,vcan0,600,00000000
1780710333.357319,vcan0,601,7F000000
1780710333.357413,vcan0,602,00000000
1780710333.373147,vcan0,600,00000000
1780710333.373308,vcan0,601,7F000000
1780710333.373409,vcan0,602,00000000
1780710333.373552,vcan0,607,00
1780710333.389053,vcan0,600,00000000
1780710333.389181,vcan0,601,7F000000
1780710333.389253,vcan0,602,00000000
1780710333.417300,vcan0,600,00000000
1780710333.417625,vcan0,601,7F000000
1780710333.417741,vcan0,602,00000000
1780710333.417826,vcan0,603,00000000
1780710333.417897,vcan0,604,00
1780710333.417970,vcan0,605,00
1780710333.433010,vcan0,600,00000000
1780710333.433138,vcan0,601,7F000000
1780710333.433224,vcan0,602,00000000
1780710333.448886,vcan0,600,00000000
1780710333.448997,vcan0,601,7F000000
1780710333.449083,vcan0,602,00000000
1780710333.479983,vcan0,600,00000000
1780710333.480093,vcan0,601,7F000000
1780710333.480166,vcan0,602,00000000
1780710333.480241,vcan0,603,00000000
1780710333.480308,vcan0,604,00
1780710333.480374,vcan0,605,00
1780710333.480456,vcan0,607,00
1780710333.496149,vcan0,600,00000000
1780710333.496287,vcan0,601,7F000000
1780710333.496380,vcan0,602,00000000
1780710333.512000,vcan0,600,00000000
1780710333.512115,vcan0,601,7F000000
1780710333.512185,vcan0,602,00000000
1780710333.528015,vcan0,600,00000000
